発生日,気圧配置,ラベル,確信度,しきい値,判定,p_winter_pressure_pattern,p_nankigan_low,p_japan_sea_low,p_futatsudama_low,p_typhoon,p_migratory_high,p_pacific_high,p_front_passage,p_stationary_front,p_okhotsk_high
2007-08-02,台風,typhoon,0.997,0.5,確定,0.0281,0.1158,0.3241,0.1096,0.997,0.0536,0.1558,0.0634,0.7954,0.7252
2007-08-08,太平洋高気圧型,pacific_high,0.905,0.5,確定,0.008,0.0079,0.1384,0.0008,0.7002,0.2938,0.905,0.0688,0.8242,0.1331
2007-10-19,日本海低気圧,japan_sea_low,0.7345,0.5,確定,0.053,0.1135,0.7345,0.1138,0.364,0.0888,0.391,0.5548,0.7038,0.4233
2008-04-26,移動性高気圧,migratory_high,0.9292,0.5,確定,0.0388,0.0174,0.0952,0.0085,0.0284,0.9292,0.317,0.0346,0.0236,0.2938
2008-07-27,台風,typhoon,0.9953,0.5,確定,0.0053,0.0234,0.5901,0.0226,0.9953,0.2008,0.5805,0.0641,0.6792,0.565
2009-07-08,前線通過（寒冷前線・温暖前線）,front_passage,0.6769,0.5,確定,0.0037,0.5015,0.0667,0.0058,0.0116,0.0333,0.1192,0.6769,0.4288,0.0037
2010-03-04,南岸低気圧,nankigan_low,0.7203,0.5,確定,0.1588,0.7203,0.0423,0.0836,0.0066,0.3146,0.0116,0.5377,0.059,0.0376
2010-04-27,南岸低気圧,nankigan_low,0.6397,0.5,確定,0.1741,0.6397,0.2006,0.5718,0.0469,0.1413,0.2025,0.6369,0.0695,0.3338
2010-05-24,前線通過（寒冷前線・温暖前線）,front_passage,0.9789,0.5,確定,0.1729,0.4076,0.6059,0.2728,0.0732,0.035,0.0333,0.9789,0.1098,0.0752
2010-11-02,西高東低（冬型）,winter_pressure_pattern,0.9989,0.5,確定,0.9989,0.0196,0.1436,0.0193,0.0128,0.0217,0.0261,0.0779,0.0438,0.0036
2010-12-15,西高東低（冬型）,winter_pressure_pattern,0.9993,0.5,確定,0.9993,0.0171,0.0471,0.0098,0.0081,0.039,0.0145,0.0286,0.0341,0.0033
2010-12-31,西高東低（冬型）,winter_pressure_pattern,0.8819,0.5,確定,0.8819,0.3729,0.246,0.4822,0.0116,0.0544,0.0125,0.4692,0.0357,0.0128
2011-01-19,西高東低（冬型）,winter_pressure_pattern,0.996,0.5,確定,0.996,0.0754,0.0854,0.0574,0.0196,0.0583,0.036,0.0275,0.0528,0.0123
2011-02-01,西高東低（冬型）,winter_pressure_pattern,0.9939,0.5,確定,0.9939,0.0261,0.0323,0.0083,0.0315,0.1066,0.064,0.0349,0.0373,0.0126
2011-02-23,移動性高気圧,migratory_high,0.6128,0.5,確定,0.1357,0.0459,0.0268,0.0047,0.0677,0.6128,0.4266,0.0597,0.0679,0.0694
2011-03-20,西高東低（冬型）,winter_pressure_pattern,0.6705,0.5,確定,0.6705,0.1272,0.1769,0.0261,0.0162,0.2803,0.1899,0.2046,0.1614,0.0071
2011-03-24,日本海低気圧,japan_sea_low,0.7415,0.5,確定,0.18,0.0099,0.7415,0.0263,0.098,0.5432,0.0296,0.0792,0.0476,0.2388
2011-04-22,日本海低気圧,japan_sea_low,0.5574,0.5,確定,0.0994,0.3026,0.5574,0.0151,0.0392,0.4145,0.0596,0.453,0.0277,0.0717
2011-04-30,太平洋高気圧型,pacific_high,0.8344,0.5,確定,0.0067,0.0116,0.1324,0.0014,0.0214,0.3861,0.8344,0.0835,0.1915,0.0924
2011-10-15,停滞前線,stationary_front,0.9043,0.5,確定,0.0085,0.1316,0.8256,0.0385,0.0032,0.0432,0.0278,0.6505,0.9043,0.0109
2011-11-25,西高東低（冬型）,winter_pressure_pattern,0.9927,0.5,確定,0.9927,0.0218,0.027,0.0131,0.0132,0.2499,0.013,0.0571,0.0161,0.0052
2011-12-24,西高東低（冬型）,winter_pressure_pattern,0.9826,0.5,確定,0.9826,0.0496,0.8333,0.3173,0.0163,0.0518,0.0183,0.0456,0.0276,0.0112
2012-03-15,移動性高気圧,migratory_high,0.7968,0.5,確定,0.4534,0.0199,0.5288,0.0139,0.0188,0.7968,0.0324,0.0566,0.019,0.0793
2012-04-22,南岸低気圧,nankigan_low,0.8736,0.5,確定,0.1055,0.8736,0.0768,0.5421,0.0216,0.1544,0.1732,0.2985,0.1383,0.3245
2012-04-26,二つ玉低気圧,futatsudama_low,0.9258,0.5,確定,0.3971,0.4241,0.1139,0.9258,0.0485,0.0346,0.1173,0.6553,0.1537,0.0977
2012-07-12,停滞前線,stationary_front,0.9652,0.5,確定,0.0052,0.0507,0.7023,0.0181,0.0592,0.0337,0.56,0.081,0.9652,0.2175
2012-09-15,停滞前線,stationary_front,0.917,0.5,確定,0.0186,0.0081,0.1502,0.0126,0.7832,0.0595,0.5988,0.1307,0.917,0.4665
2012-11-07,二つ玉低気圧,futatsudama_low,0.9712,0.5,確定,0.1783,0.1196,0.5442,0.9712,0.0155,0.0866,0.0388,0.1754,0.0112,0.054
2012-11-12,二つ玉低気圧,futatsudama_low,0.8028,0.5,確定,0.3872,0.2289,0.3161,0.8028,0.0181,0.0487,0.0103,0.746,0.0392,0.0331
2012-11-13,西高東低（冬型）,winter_pressure_pattern,0.6215,0.5,確定,0.6215,0.0077,0.0894,0.0177,0.149,0.3102,0.4343,0.0166,0.043,0.0415
2012-11-14,西高東低（冬型）,winter_pressure_pattern,0.8618,0.5,確定,0.8618,0.1331,0.0902,0.0199,0.0264,0.1578,0.0603,0.4765,0.09,0.0451
2012-12-08,日本海低気圧,japan_sea_low,0.9734,0.5,確定,0.2847,0.0206,0.9734,0.1236,0.0084,0.0715,0.0414,0.8573,0.0143,0.0424
2012-12-15,日本海低気圧,japan_sea_low,0.9651,0.5,確定,0.0118,0.0164,0.9651,0.038,0.0474,0.1915,0.0431,0.7681,0.0492,0.0994
2013-02-09,西高東低（冬型）,winter_pressure_pattern,0.9895,0.5,確定,0.9895,0.0617,0.0192,0.029,0.024,0.3159,0.0285,0.0342,0.0263,0.0069
2013-04-11,西高東低（冬型）,winter_pressure_pattern,0.613,0.5,確定,0.613,0.088,0.0259,0.0282,0.0375,0.4686,0.1837,0.1552,0.0943,0.0348
2013-04-26,日本海低気圧,japan_sea_low,0.8504,0.5,確定,0.0265,0.0181,0.8504,0.2621,0.0047,0.6267,0.01,0.0127,0.3051,0.1902
2013-05-10,停滞前線,stationary_front,0.9632,0.5,確定,0.0028,0.0878,0.2158,0.0044,0.0032,0.7925,0.3728,0.0379,0.9632,0.0644
2013-05-15,太平洋高気圧型,pacific_high,0.9811,0.5,確定,0.0124,0.0205,0.915,0.0741,0.1813,0.1794,0.9811,0.1127,0.202,0.6621
2013-05-29,太平洋高気圧型,pacific_high,0.7032,0.5,確定,0.2046,0.0147,0.0471,0.0066,0.1796,0.347,0.7032,0.0777,0.077,0.0698
2013-07-29,太平洋高気圧型,pacific_high,0.992,0.5,確定,0.0113,0.0065,0.9599,0.0157,0.1405,0.0109,0.992,0.5435,0.5595,0.1922
2013-11-20,西高東低（冬型）,winter_pressure_pattern,0.8544,0.5,確定,0.8544,0.0107,0.3115,0.0212,0.0516,0.231,0.1944,0.0799,0.031,0.0342
2013-11-28,西高東低（冬型）,winter_pressure_pattern,0.9191,0.5,確定,0.9191,0.0297,0.233,0.0485,0.0139,0.0654,0.0199,0.156,0.4201,0.0684
2013-12-06,太平洋高気圧型,pacific_high,0.472,0.5,要確認,0.4422,0.0268,0.0797,0.0114,0.0487,0.3733,0.472,0.0507,0.038,0.2605
2013-12-12,西高東低（冬型）,winter_pressure_pattern,0.9939,0.5,確定,0.9939,0.0327,0.1023,0.0416,0.0084,0.3252,0.0187,0.0308,0.0088,0.007
2013-12-14,西高東低（冬型）,winter_pressure_pattern,0.9851,0.5,確定,0.9851,0.0246,0.0947,0.0249,0.0084,0.2755,0.0154,0.025,0.0173,0.0119
2013-12-21,西高東低（冬型）,winter_pressure_pattern,0.7703,0.5,確定,0.7703,0.2028,0.307,0.0272,0.0784,0.2073,0.168,0.1769,0.0198,0.072
2014-08-10,台風,typhoon,0.9886,0.5,確定,0.042,0.1566,0.0482,0.0133,0.9886,0.088,0.0238,0.0996,0.9359,0.6068
2014-08-15,停滞前線,stationary_front,0.9889,0.5,確定,0.0028,0.0127,0.9843,0.0061,0.0289,0.0462,0.2991,0.226,0.9889,0.5712
2014-11-14,西高東低（冬型）,winter_pressure_pattern,0.9943,0.5,確定,0.9943,0.0088,0.1008,0.0258,0.0071,0.225,0.0126,0.0326,0.0148,0.004
2014-11-28,移動性高気圧,migratory_high,0.9758,0.5,確定,0.0029,0.045,0.205,0.0078,0.0095,0.9758,0.0065,0.5792,0.1037,0.1352
2014-12-05,西高東低（冬型）,winter_pressure_pattern,0.9478,0.5,確定,0.9478,0.0689,0.4673,0.163,0.0173,0.0589,0.0354,0.0403,0.023,0.0615
2015-02-12,移動性高気圧,migratory_high,0.6602,0.5,確定,0.2634,0.0855,0.5727,0.1636,0.0616,0.6602,0.1043,0.0122,0.0102,0.1822
2015-03-11,西高東低（冬型）,winter_pressure_pattern,0.9439,0.5,確定,0.9439,0.0396,0.164,0.0632,0.0107,0.3167,0.0142,0.1278,0.0145,0.0047
2015-05-12,前線通過（寒冷前線・温暖前線）,front_passage,0.8617,0.5,確定,0.02,0.2667,0.7359,0.4385,0.4809,0.0609,0.4724,0.8617,0.354,0.1886
2015-08-25,台風,typhoon,0.8505,0.5,確定,0.0238,0.4657,0.0907,0.0482,0.8505,0.4871,0.0936,0.1222,0.1051,0.3755
2016-01-14,西高東低（冬型）,winter_pressure_pattern,0.9057,0.5,確定,0.9057,0.0899,0.088,0.098,0.0172,0.2051,0.0425,0.0596,0.0668,0.035
2016-01-15,西高東低（冬型）,winter_pressure_pattern,0.8292,0.5,確定,0.8292,0.0271,0.0139,0.0065,0.0151,0.3385,0.0977,0.02,0.0311,0.0203
2016-02-09,日本海低気圧,japan_sea_low,0.9528,0.5,確定,0.0846,0.0105,0.9528,0.2988,0.0077,0.2753,0.0973,0.13,0.0076,0.0685
2016-04-02,南岸低気圧,nankigan_low,0.7758,0.5,確定,0.0782,0.7758,0.035,0.0591,0.0152,0.4085,0.0451,0.2277,0.0097,0.1446
2016-04-07,前線通過（寒冷前線・温暖前線）,front_passage,0.7097,0.5,確定,0.0265,0.2016,0.5324,0.0383,0.0054,0.4091,0.0185,0.7097,0.2943,0.0272
2016-04-21,移動性高気圧,migratory_high,0.7855,0.5,確定,0.0037,0.0301,0.3763,0.0034,0.0078,0.7855,0.0652,0.7416,0.0182,0.0294
2016-05-06,停滞前線,stationary_front,0.8965,0.5,確定,0.0322,0.044,0.4094,0.0397,0.0474,0.4669,0.1086,0.0506,0.8965,0.5206
2016-05-15,移動性高気圧,migratory_high,0.8197,0.5,確定,0.0342,0.0543,0.0304,0.0054,0.0133,0.8197,0.5385,0.1504,0.1195,0.2706
2016-10-05,台風,typhoon,0.9728,0.5,確定,0.0241,0.0883,0.4634,0.1778,0.9728,0.1828,0.1352,0.409,0.4983,0.2357
2016-10-25,移動性高気圧,migratory_high,0.8306,0.5,確定,0.0524,0.0363,0.0982,0.1452,0.0198,0.8306,0.2469,0.0492,0.0191,0.1649
2016-12-15,西高東低（冬型）,winter_pressure_pattern,0.9907,0.5,確定,0.9907,0.0566,0.0398,0.0208,0.0321,0.1292,0.0884,0.0397,0.064,0.0262
2017-01-20,二つ玉低気圧,futatsudama_low,0.6835,0.5,確定,0.0272,0.2027,0.2329,0.6835,0.0856,0.5584,0.0149,0.0256,0.0572,0.3684
2017-04-06,移動性高気圧,migratory_high,0.9151,0.5,確定,0.02,0.0039,0.4012,0.0069,0.0148,0.9151,0.2234,0.1139,0.021,0.1619
2017-04-24,移動性高気圧,migratory_high,0.9875,0.5,確定,0.0041,0.018,0.0292,0.0078,0.0197,0.9875,0.1272,0.0179,0.0101,0.522
2017-06-01,停滞前線,stationary_front,0.9267,0.5,確定,0.0415,0.4486,0.5578,0.231,0.0216,0.3616,0.0264,0.0629,0.9267,0.0842
2017-06-07,停滞前線,stationary_front,0.9786,0.5,確定,0.0559,0.0472,0.2637,0.0063,0.0182,0.2355,0.2446,0.0313,0.9786,0.2539
2017-06-21,前線通過（寒冷前線・温暖前線）,front_passage,0.84,0.5,確定,0.0051,0.5887,0.546,0.7012,0.0331,0.0585,0.0429,0.84,0.4462,0.4159
2017-11-24,西高東低（冬型）,winter_pressure_pattern,0.9961,0.5,確定,0.9961,0.0171,0.0143,0.0143,0.0079,0.1072,0.0354,0.0196,0.0397,0.006
2017-11-25,移動性高気圧,migratory_high,0.8942,0.5,確定,0.6299,0.016,0.0218,0.0068,0.0043,0.8942,0.0195,0.0245,0.0069,0.0051
2017-12-05,二つ玉低気圧,futatsudama_low,0.8773,0.5,確定,0.2433,0.4596,0.2899,0.8773,0.0552,0.1044,0.0337,0.0802,0.0836,0.3094
2017-12-09,西高東低（冬型）,winter_pressure_pattern,0.9963,0.5,確定,0.9963,0.0203,0.031,0.0071,0.0116,0.2223,0.0082,0.0173,0.0189,0.005
2017-12-31,前線通過（寒冷前線・温暖前線）,front_passage,0.8292,0.5,確定,0.0741,0.0292,0.6965,0.5182,0.031,0.2279,0.0376,0.8292,0.0336,0.0305
2018-01-23,西高東低（冬型）,winter_pressure_pattern,0.8069,0.5,確定,0.8069,0.0512,0.5283,0.5924,0.0061,0.0826,0.0111,0.1322,0.017,0.0121
2018-02-05,日本海低気圧,japan_sea_low,0.9211,0.5,確定,0.902,0.0289,0.9211,0.3791,0.0378,0.0433,0.0714,0.0648,0.0262,0.0317
2018-03-05,停滞前線,stationary_front,0.9516,0.5,確定,0.0642,0.4424,0.4288,0.1354,0.0096,0.2836,0.0103,0.1485,0.9516,0.036
2018-04-14,移動性高気圧,migratory_high,0.9323,0.5,確定,0.023,0.414,0.0212,0.0264,0.0226,0.9323,0.0821,0.3331,0.145,0.1322
2018-05-02,停滞前線,stationary_front,0.983,0.5,確定,0.0099,0.8108,0.1225,0.0282,0.0368,0.1505,0.4751,0.1817,0.983,0.0881
2018-07-01,停滞前線,stationary_front,0.9909,0.5,確定,0.0039,0.0091,0.1509,0.0046,0.8095,0.018,0.9121,0.0129,0.9909,0.5759
2018-08-21,台風,typhoon,0.9982,0.5,確定,0.0042,0.0043,0.8947,0.0285,0.9982,0.0429,0.6375,0.2734,0.2303,0.4634
2018-09-04,台風,typhoon,0.9685,0.5,確定,0.0179,0.1303,0.0675,0.2426,0.9685,0.112,0.0393,0.0311,0.6274,0.6401
2018-10-06,台風,typhoon,0.8512,0.5,確定,0.01,0.0519,0.4512,0.021,0.8512,0.3772,0.0496,0.083,0.6984,0.2656
2018-11-23,西高東低（冬型）,winter_pressure_pattern,0.9903,0.5,確定,0.9903,0.0364,0.1086,0.055,0.0128,0.1984,0.0166,0.0233,0.0157,0.0079
2018-12-18,西高東低（冬型）,winter_pressure_pattern,0.9943,0.5,確定,0.9943,0.0148,0.0759,0.0173,0.0102,0.2199,0.0231,0.0232,0.0193,0.0047
2018-12-24,西高東低（冬型）,winter_pressure_pattern,0.9892,0.5,確定,0.9892,0.0183,0.0282,0.0057,0.007,0.3007,0.008,0.0218,0.0159,0.0061
2019-01-17,西高東低（冬型）,winter_pressure_pattern,0.999,0.5,確定,0.999,0.0233,0.1074,0.0476,0.0083,0.0402,0.0054,0.039,0.0203,0.0039
2019-01-21,西高東低（冬型）,winter_pressure_pattern,0.9935,0.5,確定,0.9935,0.0206,0.1832,0.037,0.0226,0.1605,0.026,0.0221,0.0165,0.027
2019-03-30,二つ玉低気圧,futatsudama_low,0.8838,0.5,確定,0.0697,0.4054,0.6226,0.8838,0.0321,0.2383,0.0634,0.4668,0.1988,0.2996
2019-07-26,台風,typhoon,0.9979,0.5,確定,0.0025,0.0011,0.2811,0.0025,0.9979,0.019,0.6061,0.0269,0.8951,0.6244
2019-08-14,台風,typhoon,0.9843,0.5,確定,0.003,0.0419,0.3165,0.0311,0.9843,0.0928,0.3793,0.0164,0.8984,0.9716
2020-01-09,西高東低（冬型）,winter_pressure_pattern,0.8941,0.5,確定,0.8941,0.0431,0.0499,0.0053,0.0361,0.4229,0.0312,0.0565,0.0197,0.0168
2020-01-21,西高東低（冬型）,winter_pressure_pattern,0.935,0.5,確定,0.935,0.0391,0.0107,0.007,0.0164,0.5772,0.1111,0.011,0.0254,0.0455
2020-03-16,南岸低気圧,nankigan_low,0.7071,0.5,確定,0.4273,0.7071,0.0027,0.0365,0.0034,0.5803,0.004,0.1592,0.1164,0.0323
2020-04-17,停滞前線,stationary_front,0.7703,0.5,確定,0.0026,0.0079,0.3994,0.0114,0.0082,0.7592,0.498,0.0299,0.7703,0.168
2020-05-10,前線通過（寒冷前線・温暖前線）,front_passage,0.9952,0.5,確定,0.0217,0.0194,0.9895,0.0299,0.0174,0.0209,0.017,0.9952,0.0391,0.012
2020-05-16,停滞前線,stationary_front,0.9881,0.5,確定,0.0255,0.1632,0.479,0.0501,0.2522,0.2157,0.5932,0.065,0.9881,0.0713
2020-05-19,南岸低気圧,nankigan_low,0.868,0.5,確定,0.0659,0.868,0.1707,0.789,0.0229,0.0456,0.012,0.7545,0.1421,0.232
2020-06-30,前線通過（寒冷前線・温暖前線）,front_passage,0.9901,0.5,確定,0.0586,0.2397,0.9102,0.139,0.0875,0.0257,0.0843,0.9901,0.104,0.0468
2020-09-07,停滞前線,stationary_front,0.9083,0.5,確定,0.1487,0.0246,0.8721,0.0413,0.6455,0.0219,0.5867,0.3924,0.9083,0.1466
2020-12-19,西高東低（冬型）,winter_pressure_pattern,0.9986,0.5,確定,0.9986,0.0368,0.0505,0.0312,0.0177,0.0228,0.0207,0.1211,0.163,0.0063
2021-01-02,西高東低（冬型）,winter_pressure_pattern,0.9833,0.5,確定,0.9833,0.0311,0.0625,0.0148,0.0402,0.2268,0.0378,0.0356,0.0228,0.0084
2021-01-13,移動性高気圧,migratory_high,0.6661,0.5,確定,0.149,0.0316,0.6058,0.1582,0.0165,0.6661,0.0204,0.0597,0.018,0.0447
2021-03-04,移動性高気圧,migratory_high,0.7492,0.5,確定,0.0382,0.0153,0.0092,0.0044,0.0166,0.7492,0.7007,0.0288,0.0262,0.1022
2021-03-20,停滞前線,stationary_front,0.7984,0.5,確定,0.138,0.0507,0.2952,0.0223,0.0153,0.6602,0.1047,0.2011,0.7984,0.1556
2021-03-28,前線通過（寒冷前線・温暖前線）,front_passage,0.8538,0.5,確定,0.0244,0.373,0.175,0.3463,0.0083,0.4227,0.0484,0.8538,0.0456,0.028
2021-04-16,移動性高気圧,migratory_high,0.7848,0.5,確定,0.0538,0.0293,0.0447,0.0018,0.032,0.7848,0.3829,0.276,0.1542,0.1764
2021-05-05,前線通過（寒冷前線・温暖前線）,front_passage,0.9824,0.5,確定,0.0703,0.2634,0.4923,0.3602,0.0449,0.0877,0.1808,0.9824,0.2833,0.0853
2021-05-25,南岸低気圧,nankigan_low,0.8213,0.5,確定,0.0673,0.8213,0.1332,0.6853,0.0407,0.194,0.0471,0.6129,0.5761,0.2029
2021-06-03,南岸低気圧,nankigan_low,0.777,0.5,確定,0.0078,0.777,0.0886,0.0566,0.4125,0.4671,0.4679,0.1032,0.4769,0.4908
2021-06-11,停滞前線,stationary_front,0.992,0.5,確定,0.001,0.0113,0.2087,0.0084,0.0417,0.1616,0.8181,0.0164,0.992,0.5893
2021-08-19,停滞前線,stationary_front,0.9763,0.5,確定,0.0008,0.0215,0.9123,0.0249,0.0104,0.1924,0.289,0.1162,0.9763,0.7327
2021-11-10,日本海低気圧,japan_sea_low,0.862,0.5,確定,0.7742,0.0263,0.862,0.4043,0.0206,0.1273,0.0263,0.0815,0.0457,0.0835
2021-11-11,西高東低（冬型）,winter_pressure_pattern,0.9201,0.5,確定,0.9201,0.0228,0.3699,0.1207,0.0201,0.2064,0.157,0.2014,0.0338,0.0199
2021-11-23,西高東低（冬型）,winter_pressure_pattern,0.9958,0.5,確定,0.9958,0.0186,0.6987,0.2223,0.0096,0.0201,0.0125,0.0805,0.0805,0.0055
2021-12-04,西高東低（冬型）,winter_pressure_pattern,0.9825,0.5,確定,0.9825,0.0337,0.0175,0.0137,0.0213,0.3245,0.0142,0.0289,0.0555,0.0206
2022-03-26,前線通過（寒冷前線・温暖前線）,front_passage,0.9478,0.5,確定,0.128,0.4044,0.7993,0.5778,0.0965,0.0453,0.0897,0.9478,0.0737,0.0843
2022-04-26,日本海低気圧,japan_sea_low,0.959,0.5,確定,0.0276,0.009,0.959,0.0364,0.0068,0.2907,0.1322,0.2877,0.0389,0.074
2022-07-04,台風,typhoon,0.9698,0.5,確定,0.0012,0.019,0.0074,0.0017,0.9698,0.3306,0.9088,0.0029,0.0286,0.6504
2022-08-04,太平洋高気圧型,pacific_high,0.9273,0.5,確定,0.0068,0.0159,0.5348,0.009,0.0522,0.2645,0.9273,0.243,0.881,0.4864
2022-09-06,台風,typhoon,0.9856,0.5,確定,0.0042,0.0576,0.321,0.0125,0.9856,0.1144,0.1589,0.1861,0.4395,0.6485
2022-12-02,移動性高気圧,migratory_high,0.8924,0.5,確定,0.4992,0.026,0.0113,0.0109,0.0103,0.8924,0.0322,0.0187,0.0132,0.0199
2022-12-07,西高東低（冬型）,winter_pressure_pattern,0.9846,0.5,確定,0.9846,0.0148,0.024,0.0041,0.0049,0.4235,0.0115,0.0281,0.0256,0.0079
2022-12-14,西高東低（冬型）,winter_pressure_pattern,0.9971,0.5,確定,0.9971,0.0212,0.1139,0.1074,0.0078,0.0383,0.0143,0.0274,0.0272,0.0073
2022-12-15,西高東低（冬型）,winter_pressure_pattern,0.9964,0.5,確定,0.9964,0.0058,0.1579,0.0167,0.0037,0.1936,0.005,0.0283,0.0148,0.0032
2022-12-17,二つ玉低気圧,futatsudama_low,0.972,0.5,確定,0.3265,0.1269,0.346,0.972,0.0113,0.082,0.0157,0.0715,0.0341,0.1026
2023-03-13,前線通過（寒冷前線・温暖前線）,front_passage,0.9694,0.5,確定,0.1553,0.0574,0.7107,0.2099,0.0292,0.1619,0.0117,0.9694,0.0341,0.0209
2023-05-25,移動性高気圧,migratory_high,0.9858,0.5,確定,0.0249,0.0146,0.022,0.0025,0.0143,0.9858,0.2277,0.0117,0.0073,0.1448
2023-08-10,台風,typhoon,0.9962,0.5,確定,0.0055,0.0126,0.2407,0.0093,0.9962,0.0304,0.8504,0.0957,0.9583,0.6955
