発生日,気圧配置,ラベル,確信度,しきい値,判定,p_winter_pressure_pattern,p_nankigan_low,p_japan_sea_low,p_futatsudama_low,p_typhoon,p_migratory_high,p_pacific_high,p_front_passage,p_stationary_front,p_okhotsk_high
2007-01-13,西高東低（冬型）,winter_pressure_pattern,0.9667,0.4167,確定,0.9667,0.0107,0.0591,0.0031,0.0084,0.1259,0.012,0.0402,0.0195,0.0068
2007-02-10,移動性高気圧,migratory_high,0.4682,0.3667,確定,0.0285,0.2985,0.1198,0.0966,0.0068,0.4682,0.0099,0.0303,0.3308,0.1425
2007-04-13,日本海低気圧,japan_sea_low,0.9129,0.3367,確定,0.0095,0.0108,0.9129,0.0084,0.0159,0.3268,0.0414,0.5542,0.0213,0.049
2007-05-01,移動性高気圧,migratory_high,0.4041,0.3667,確定,0.0022,0.204,0.2364,0.1307,0.0073,0.4041,0.0355,0.3917,0.1239,0.1041
2007-08-02,台風,typhoon,0.969,0.5233,確定,0.0087,0.0529,0.1329,0.0291,0.969,0.1169,0.0447,0.0441,0.737,0.272
2007-08-08,停滞前線,stationary_front,0.7714,0.31,確定,0.0029,0.0052,0.0544,0.0003,0.3352,0.3395,0.4501,0.0471,0.7714,0.0553
2007-10-19,停滞前線,stationary_front,0.6322,0.31,確定,0.0153,0.0519,0.4242,0.0302,0.1351,0.1608,0.1036,0.3065,0.6322,0.1396
2008-04-26,移動性高気圧,migratory_high,0.843,0.3667,確定,0.0116,0.0102,0.0379,0.0026,0.0129,0.843,0.0837,0.0274,0.0177,0.1008
2008-07-27,台風,typhoon,0.9553,0.5233,確定,0.002,0.0132,0.2909,0.0064,0.9553,0.2673,0.1679,0.0445,0.6051,0.1905
2009-07-08,前線通過（寒冷前線・温暖前線）,front_passage,0.3981,0.2333,確定,0.0015,0.2375,0.0271,0.0018,0.0061,0.0863,0.036,0.3981,0.3538,0.0051
2010-03-04,南岸低気圧,nankigan_low,0.4076,0.31,確定,0.0427,0.4076,0.0178,0.0223,0.0038,0.3546,0.0063,0.2953,0.0445,0.0234
2010-04-27,前線通過（寒冷前線・温暖前線）,front_passage,0.3656,0.2333,確定,0.0467,0.3346,0.0791,0.2101,0.0198,0.2148,0.0556,0.3656,0.0525,0.1123
2010-05-24,前線通過（寒冷前線・温暖前線）,front_passage,0.8795,0.2333,確定,0.0464,0.1845,0.3033,0.0767,0.0291,0.0891,0.0136,0.8795,0.0835,0.0372
2010-11-02,西高東低（冬型）,winter_pressure_pattern,0.9857,0.4167,確定,0.9857,0.0113,0.0565,0.0056,0.0066,0.0654,0.0114,0.052,0.0329,0.0051
2010-12-15,西高東低（冬型）,winter_pressure_pattern,0.9899,0.4167,確定,0.9899,0.0101,0.0196,0.003,0.0045,0.0955,0.0074,0.0236,0.0256,0.0048
2010-12-31,西高東低（冬型）,winter_pressure_pattern,0.5164,0.4167,確定,0.5164,0.1666,0.098,0.1605,0.0061,0.1181,0.0066,0.253,0.0269,0.0115
2011-01-19,西高東低（冬型）,winter_pressure_pattern,0.9565,0.4167,確定,0.9565,0.0361,0.0342,0.0155,0.0095,0.1234,0.0144,0.0229,0.0398,0.0113
2011-02-01,西高東低（冬型）,winter_pressure_pattern,0.9389,0.4167,確定,0.9389,0.0144,0.0139,0.0026,0.0141,0.1802,0.0222,0.0276,0.028,0.0115
2011-02-23,移動性高気圧,migratory_high,0.5604,0.3667,確定,0.0366,0.0234,0.0117,0.0015,0.0272,0.5604,0.1139,0.0421,0.0513,0.0353
2011-03-20,移動性高気圧,migratory_high,0.3295,0.3667,要確認,0.2578,0.0576,0.0695,0.0073,0.0081,0.3295,0.0527,0.1151,0.1241,0.0079
2011-03-24,移動性高気圧,migratory_high,0.5121,0.3667,確定,0.0483,0.0064,0.4321,0.0074,0.0377,0.5121,0.0125,0.0527,0.0358,0.0853
2011-04-22,移動性高気圧,migratory_high,0.4245,0.3667,確定,0.0273,0.1329,0.2669,0.0044,0.017,0.4245,0.0211,0.2436,0.0208,0.036
2011-04-30,移動性高気圧,migratory_high,0.405,0.3667,確定,0.0025,0.0073,0.0521,0.0005,0.0102,0.405,0.3402,0.055,0.1483,0.0428
2011-10-15,停滞前線,stationary_front,0.8713,0.31,確定,0.0031,0.0594,0.5436,0.0106,0.0021,0.102,0.0119,0.3763,0.8713,0.0104
2011-11-25,西高東低（冬型）,winter_pressure_pattern,0.9292,0.4167,確定,0.9292,0.0124,0.0118,0.0039,0.0068,0.3065,0.0068,0.0406,0.0121,0.0064
2011-12-24,西高東低（冬型）,winter_pressure_pattern,0.8594,0.4167,確定,0.8594,0.0251,0.5558,0.0919,0.0081,0.1145,0.0088,0.0341,0.0207,0.0106
2012-03-15,移動性高気圧,migratory_high,0.7026,0.3667,確定,0.1379,0.0115,0.2472,0.0041,0.0091,0.7026,0.0134,0.0404,0.0143,0.0386
2012-04-22,南岸低気圧,nankigan_low,0.6126,0.31,確定,0.0288,0.6126,0.0309,0.1924,0.0103,0.227,0.0488,0.1611,0.1058,0.1096
2012-04-26,二つ玉低気圧,futatsudama_low,0.6733,0.1933,確定,0.1159,0.1932,0.045,0.6733,0.0204,0.0884,0.0355,0.3802,0.118,0.0445
2012-07-12,停滞前線,stationary_front,0.9517,0.31,確定,0.002,0.0255,0.3898,0.0052,0.0242,0.087,0.1596,0.0536,0.9517,0.0793
2012-09-15,停滞前線,stationary_front,0.8878,0.31,確定,0.0061,0.0053,0.059,0.0038,0.4204,0.125,0.1757,0.079,0.8878,0.1539
2012-11-07,二つ玉低気圧,futatsudama_low,0.8366,0.1933,確定,0.0479,0.0545,0.2577,0.8366,0.0078,0.1582,0.0153,0.1009,0.0085,0.0298
2012-11-12,前線通過（寒冷前線・温暖前線）,front_passage,0.4622,0.2333,確定,0.1123,0.1002,0.1292,0.4248,0.0089,0.11,0.0058,0.4622,0.0295,0.0215
2012-11-13,移動性高気圧,migratory_high,0.3514,0.3667,要確認,0.224,0.0051,0.0357,0.0051,0.055,0.3514,0.1163,0.0155,0.0323,0.025
2012-11-14,西高東低（冬型）,winter_pressure_pattern,0.4775,0.4167,確定,0.4775,0.06,0.036,0.0057,0.0122,0.23,0.0212,0.2573,0.0682,0.0264
2012-12-08,日本海低気圧,japan_sea_low,0.8813,0.3367,確定,0.0782,0.0118,0.8813,0.0328,0.0047,0.1403,0.016,0.5996,0.0108,0.0254
2012-12-15,日本海低気圧,japan_sea_low,0.8526,0.3367,確定,0.0041,0.0097,0.8526,0.0105,0.02,0.2595,0.0165,0.4855,0.037,0.0451
2013-02-09,西高東低（冬型）,winter_pressure_pattern,0.9049,0.4167,確定,0.9049,0.0303,0.0087,0.0081,0.0112,0.3556,0.0122,0.0272,0.0198,0.0077
2013-04-11,移動性高気圧,migratory_high,0.4613,0.3667,確定,0.2186,0.0414,0.0114,0.0079,0.0164,0.4613,0.0512,0.091,0.0715,0.0222
2013-04-26,日本海低気圧,japan_sea_low,0.584,0.3367,確定,0.0083,0.0106,0.584,0.0733,0.0028,0.5703,0.0057,0.0126,0.2432,0.0717
2013-05-10,停滞前線,stationary_front,0.949,0.31,確定,0.0012,0.0413,0.0853,0.0014,0.0021,0.6988,0.0985,0.0295,0.949,0.0335
2013-05-15,太平洋高気圧型,pacific_high,0.7372,0.3,確定,0.0043,0.0118,0.7133,0.0198,0.0661,0.2492,0.7372,0.0699,0.1569,0.2353
2013-05-29,移動性高気圧,migratory_high,0.3777,0.3667,確定,0.055,0.0089,0.0196,0.0021,0.0655,0.3777,0.2297,0.0519,0.0582,0.0354
2013-07-29,太平洋高気圧型,pacific_high,0.8408,0.3,確定,0.0039,0.0044,0.8358,0.0046,0.0521,0.0418,0.8408,0.2991,0.4799,0.0722
2013-11-20,西高東低（冬型）,winter_pressure_pattern,0.4643,0.4167,確定,0.4643,0.0068,0.1271,0.0061,0.0215,0.2917,0.0537,0.053,0.0233,0.022
2013-11-28,西高東低（冬型）,winter_pressure_pattern,0.6052,0.4167,確定,0.6052,0.0162,0.0924,0.0132,0.0071,0.1327,0.0093,0.0914,0.3457,0.0349
2013-12-06,移動性高気圧,migratory_high,0.3961,0.3667,確定,0.1334,0.0148,0.0321,0.0034,0.0205,0.3961,0.1281,0.037,0.0285,0.0914
2013-12-12,西高東低（冬型）,winter_pressure_pattern,0.9385,0.4167,確定,0.9385,0.0175,0.0406,0.0114,0.0047,0.3622,0.0089,0.0251,0.0067,0.0078
2013-12-14,西高東低（冬型）,winter_pressure_pattern,0.8753,0.4167,確定,0.8753,0.0138,0.0377,0.007,0.0046,0.3259,0.0077,0.0213,0.013,0.011
2013-12-21,西高東低（冬型）,winter_pressure_pattern,0.3483,0.4167,要確認,0.3483,0.089,0.125,0.0076,0.0309,0.2726,0.0475,0.1016,0.0149,0.0361
2014-08-10,停滞前線,stationary_front,0.9124,0.31,確定,0.0125,0.0697,0.0201,0.0039,0.9112,0.1599,0.0106,0.0633,0.9124,0.2085
2014-08-15,停滞前線,stationary_front,0.9843,0.31,確定,0.0012,0.0078,0.9232,0.0019,0.0131,0.1065,0.0791,0.1254,0.9843,0.1931
2014-11-14,西高東低（冬型）,winter_pressure_pattern,0.9419,0.4167,確定,0.9419,0.0058,0.04,0.0073,0.004,0.287,0.0067,0.0262,0.0112,0.0054
2014-11-28,移動性高気圧,migratory_high,0.9201,0.3667,確定,0.0012,0.0231,0.0809,0.0024,0.0052,0.9201,0.0041,0.3232,0.0788,0.0559
2014-12-05,西高東低（冬型）,winter_pressure_pattern,0.6969,0.4167,確定,0.6969,0.0334,0.2084,0.0436,0.0085,0.1241,0.0143,0.0309,0.0173,0.0325
2015-02-12,移動性高気圧,migratory_high,0.5944,0.3667,確定,0.0718,0.0404,0.2779,0.0438,0.0251,0.5944,0.0324,0.0122,0.0077,0.0694
2015-03-11,西高東低（冬型）,winter_pressure_pattern,0.6829,0.4167,確定,0.6829,0.0207,0.0644,0.017,0.0057,0.3562,0.0073,0.0775,0.0109,0.006
2015-05-12,前線通過（寒冷前線・温暖前線）,front_passage,0.6063,0.2333,確定,0.0065,0.1167,0.4258,0.1399,0.1892,0.1268,0.1282,0.6063,0.286,0.0712
2015-08-25,台風,typhoon,0.5143,0.5233,要確認,0.0075,0.2163,0.0362,0.0131,0.5143,0.4739,0.0298,0.0747,0.0799,0.1247
2016-01-14,西高東低（冬型）,winter_pressure_pattern,0.5703,0.4167,確定,0.5703,0.0422,0.0352,0.026,0.0085,0.2708,0.0164,0.042,0.0504,0.0223
2016-01-15,西高東低（冬型）,winter_pressure_pattern,0.4239,0.4167,確定,0.4239,0.0149,0.0065,0.002,0.0076,0.3717,0.0308,0.0179,0.0233,0.0156
2016-02-09,日本海低気圧,japan_sea_low,0.8136,0.3367,確定,0.0235,0.0067,0.8136,0.0855,0.0043,0.3257,0.0307,0.0786,0.0058,0.0349
2016-04-02,南岸低気圧,nankigan_low,0.4688,0.31,確定,0.0218,0.4688,0.015,0.0159,0.0076,0.4204,0.0171,0.1263,0.0073,0.0587
2016-04-07,前線通過（寒冷前線・温暖前線）,front_passage,0.4271,0.2333,確定,0.0083,0.0885,0.2496,0.0106,0.0032,0.4208,0.0089,0.4271,0.234,0.0189
2016-04-21,移動性高気圧,migratory_high,0.6928,0.3667,確定,0.0015,0.0163,0.1585,0.0011,0.0044,0.6928,0.0226,0.4578,0.0137,0.0199
2016-05-06,停滞前線,stationary_front,0.8613,0.31,確定,0.0099,0.0226,0.1758,0.0109,0.02,0.4602,0.0334,0.0369,0.8613,0.1731
2016-05-15,移動性高気圧,migratory_high,0.7232,0.3667,確定,0.0104,0.0271,0.0131,0.0017,0.0068,0.7232,0.1513,0.0887,0.0911,0.0942
2016-10-05,台風,typhoon,0.8304,0.5233,確定,0.0076,0.0415,0.2062,0.0478,0.8304,0.2521,0.0398,0.2188,0.4196,0.0844
2016-10-25,移動性高気圧,migratory_high,0.7334,0.3667,確定,0.0152,0.0192,0.0391,0.0387,0.0095,0.7334,0.0662,0.0361,0.0144,0.0645
2016-12-15,西高東低（冬型）,winter_pressure_pattern,0.9141,0.4167,確定,0.9141,0.0281,0.0168,0.0059,0.0143,0.2032,0.0285,0.0305,0.0483,0.0184
2017-01-20,移動性高気圧,migratory_high,0.5225,0.3667,確定,0.0085,0.089,0.0924,0.2923,0.0334,0.5225,0.0075,0.0217,0.0431,0.1225
2017-04-06,移動性高気圧,migratory_high,0.8246,0.3667,確定,0.0065,0.0029,0.1714,0.0021,0.0075,0.8246,0.0606,0.0706,0.0158,0.0637
2017-04-24,移動性高気圧,migratory_high,0.9479,0.3667,確定,0.0016,0.0105,0.0127,0.0024,0.0095,0.9479,0.0379,0.0164,0.0076,0.1737
2017-06-01,停滞前線,stationary_front,0.9003,0.31,確定,0.0123,0.2066,0.2672,0.0635,0.0103,0.388,0.0115,0.0439,0.9003,0.0402
2017-06-07,停滞前線,stationary_front,0.9701,0.31,確定,0.0161,0.024,0.1056,0.002,0.0089,0.2952,0.0657,0.0254,0.9701,0.0895
2017-06-21,前線通過（寒冷前線・温暖前線）,front_passage,0.5741,0.2333,確定,0.002,0.2954,0.2589,0.3084,0.0147,0.1236,0.0165,0.5741,0.37,0.1372
2017-11-24,西高東低（冬型）,winter_pressure_pattern,0.9578,0.4167,確定,0.9578,0.0101,0.0067,0.0042,0.0044,0.1808,0.0143,0.0176,0.0298,0.007
2017-11-25,移動性高気圧,migratory_high,0.7993,0.3667,確定,0.2294,0.0096,0.0097,0.0021,0.0026,0.7993,0.0092,0.021,0.0052,0.0063
2017-12-05,二つ玉低気圧,futatsudama_low,0.553,0.1933,確定,0.0659,0.2129,0.1172,0.553,0.0228,0.1779,0.0137,0.0532,0.0633,0.1052
2017-12-09,西高東低（冬型）,winter_pressure_pattern,0.9594,0.4167,確定,0.9594,0.0117,0.0134,0.0022,0.0061,0.2848,0.0049,0.016,0.0142,0.0063
2017-12-31,前線通過（寒冷前線・温暖前線）,front_passage,0.5593,0.2333,確定,0.0208,0.0159,0.3839,0.1791,0.0139,0.2892,0.0149,0.5593,0.0253,0.0204
2018-01-23,西高東低（冬型）,winter_pressure_pattern,0.3927,0.4167,要確認,0.3927,0.0258,0.2468,0.2233,0.0036,0.1536,0.0061,0.0797,0.0128,0.0112
2018-02-05,日本海低気圧,japan_sea_low,0.7278,0.3367,確定,0.5611,0.0158,0.7278,0.115,0.0165,0.1022,0.0242,0.0449,0.0197,0.0209
2018-03-05,停滞前線,stationary_front,0.9333,0.31,確定,0.0183,0.2032,0.1864,0.036,0.0052,0.3319,0.0058,0.0878,0.9333,0.0227
2018-04-14,移動性高気圧,migratory_high,0.8473,0.3667,確定,0.0073,0.1878,0.0095,0.0074,0.0107,0.8473,0.0269,0.1787,0.1111,0.055
2018-05-02,停滞前線,stationary_front,0.9761,0.31,確定,0.0035,0.5138,0.0483,0.0079,0.0161,0.2233,0.1291,0.1039,0.9761,0.0415
2018-07-01,停滞前線,stationary_front,0.9871,0.31,確定,0.0016,0.0059,0.0593,0.0015,0.4536,0.0579,0.4655,0.0127,0.9871,0.195
2018-08-21,台風,typhoon,0.9792,0.5233,確定,0.0017,0.0031,0.668,0.008,0.9792,0.1014,0.1936,0.1487,0.1801,0.1528
2018-09-04,台風,typhoon,0.8119,0.5233,確定,0.0059,0.0589,0.0274,0.0671,0.8119,0.1859,0.0154,0.0252,0.5498,0.2241
2018-10-06,停滞前線,stationary_front,0.6262,0.31,確定,0.0036,0.0261,0.199,0.006,0.5154,0.3988,0.0183,0.0547,0.6262,0.0928
2018-11-23,西高東低（冬型）,winter_pressure_pattern,0.9106,0.4167,確定,0.9106,0.0192,0.043,0.0149,0.0066,0.2652,0.0082,0.0202,0.0118,0.0085
2018-12-18,西高東低（冬型）,winter_pressure_pattern,0.9421,0.4167,確定,0.9421,0.0089,0.0306,0.005,0.0055,0.2828,0.0104,0.0201,0.0145,0.0061
2018-12-24,西高東低（冬型）,winter_pressure_pattern,0.903,0.4167,確定,0.903,0.0107,0.0123,0.0018,0.004,0.3445,0.0048,0.0191,0.012,0.0071
2019-01-17,西高東低（冬型）,winter_pressure_pattern,0.9866,0.4167,確定,0.9866,0.0131,0.0426,0.0129,0.0046,0.0974,0.0036,0.0301,0.0152,0.0053
2019-01-21,西高東低（冬型）,winter_pressure_pattern,0.9351,0.4167,確定,0.9351,0.0118,0.0721,0.0102,0.0107,0.2325,0.0114,0.0193,0.0124,0.0188
2019-03-30,二つ玉低気圧,futatsudama_low,0.5669,0.1933,確定,0.0197,0.1833,0.3167,0.5669,0.0144,0.2974,0.0221,0.2516,0.1543,0.1024
2019-07-26,台風,typhoon,0.9765,0.5233,確定,0.0011,0.001,0.1133,0.0008,0.9765,0.0601,0.1789,0.0225,0.8595,0.2166
2019-08-14,台風,typhoon,0.8864,0.5233,確定,0.0013,0.0217,0.1294,0.0087,0.8864,0.1652,0.1003,0.0153,0.8637,0.6651
2020-01-09,西高東低（冬型）,winter_pressure_pattern,0.5427,0.4167,確定,0.5427,0.0222,0.0207,0.0017,0.0159,0.4302,0.013,0.0403,0.0148,0.0138
2020-01-21,西高東低（冬型）,winter_pressure_pattern,0.6529,0.4167,確定,0.6529,0.0204,0.0051,0.0022,0.0081,0.5355,0.034,0.0112,0.0191,0.0266
2020-03-16,移動性高気圧,migratory_high,0.5377,0.3667,確定,0.1274,0.3945,0.0015,0.0101,0.0022,0.5377,0.0029,0.093,0.0887,0.0212
2020-04-17,停滞前線,stationary_front,0.7076,0.31,確定,0.0011,0.0052,0.1705,0.0034,0.0046,0.6707,0.1368,0.0245,0.7076,0.0654
2020-05-10,前線通過（寒冷前線・温暖前線）,front_passage,0.9586,0.2333,確定,0.007,0.0112,0.9456,0.0083,0.0086,0.0639,0.0083,0.9586,0.0294,0.0111
2020-05-16,停滞前線,stationary_front,0.9832,0.31,確定,0.008,0.0725,0.2155,0.0136,0.0914,0.2794,0.1733,0.045,0.9832,0.0359
2020-05-19,南岸低気圧,nankigan_low,0.6026,0.31,確定,0.0187,0.6026,0.0671,0.4058,0.0108,0.1055,0.0065,0.471,0.1088,0.0834
2020-06-30,前線通過（寒冷前線・温暖前線）,front_passage,0.9296,0.2333,確定,0.0168,0.1049,0.7019,0.037,0.0341,0.0731,0.0274,0.9296,0.079,0.0271
2020-09-07,停滞前線,stationary_front,0.8764,0.31,確定,0.04,0.0137,0.6229,0.0113,0.2906,0.0659,0.1705,0.2098,0.8764,0.0592
2020-12-19,西高東低（冬型）,winter_pressure_pattern,0.9826,0.4167,確定,0.9826,0.0194,0.0209,0.0087,0.0087,0.0676,0.0096,0.0742,0.1254,0.0073
2021-01-02,西高東低（冬型）,winter_pressure_pattern,0.8638,0.4167,確定,0.8638,0.0168,0.0255,0.0043,0.0174,0.2884,0.015,0.028,0.0171,0.0088
2021-01-13,移動性高気圧,migratory_high,0.5987,0.3667,確定,0.0401,0.017,0.3032,0.0423,0.0082,0.5987,0.0095,0.0421,0.0135,0.0263
2021-03-04,移動性高気圧,migratory_high,0.6626,0.3667,確定,0.0115,0.0092,0.0045,0.0014,0.0082,0.6626,0.2281,0.0238,0.0197,0.0459
2021-03-20,停滞前線,stationary_front,0.7406,0.31,確定,0.0372,0.0256,0.1196,0.0064,0.0077,0.5945,0.0325,0.1134,0.7406,0.0618
2021-03-28,前線通過（寒冷前線・温暖前線）,front_passage,0.5943,0.2333,確定,0.0077,0.1667,0.0688,0.1024,0.0046,0.4301,0.018,0.5943,0.0343,0.0193
2021-04-16,移動性高気圧,migratory_high,0.6923,0.3667,確定,0.0156,0.0159,0.0187,0.0006,0.0143,0.6923,0.1013,0.1499,0.1184,0.0678
2021-05-05,前線通過（寒冷前線・温暖前線）,front_passage,0.894,0.2333,確定,0.0198,0.1152,0.2236,0.1076,0.0191,0.1595,0.0505,0.894,0.2245,0.0406
2021-05-25,南岸低気圧,nankigan_low,0.5286,0.31,確定,0.019,0.5286,0.0525,0.2939,0.0175,0.2616,0.0176,0.3473,0.4967,0.0752
2021-06-03,南岸低気圧,nankigan_low,0.4702,0.31,確定,0.0028,0.4702,0.0354,0.0153,0.1563,0.4603,0.1268,0.0652,0.399,0.1623
2021-06-11,停滞前線,stationary_front,0.9887,0.31,確定,0.0005,0.0071,0.0824,0.0026,0.0179,0.2334,0.3218,0.0154,0.9887,0.2007
2021-08-19,停滞前線,stationary_front,0.9668,0.31,確定,0.0004,0.0123,0.7068,0.007,0.0055,0.2602,0.0766,0.0717,0.9668,0.2769
2021-11-10,日本海低気圧,japan_sea_low,0.6044,0.3367,確定,0.3527,0.0145,0.6044,0.1252,0.0099,0.2013,0.0115,0.0539,0.0344,0.04
2021-11-11,西高東低（冬型）,winter_pressure_pattern,0.608,0.4167,確定,0.608,0.0129,0.1553,0.032,0.0097,0.2718,0.0449,0.1135,0.0254,0.0154
2021-11-23,西高東低（冬型）,winter_pressure_pattern,0.955,0.4167,確定,0.955,0.0108,0.3861,0.0609,0.0052,0.0623,0.0066,0.0534,0.0609,0.0067
2021-12-04,西高東低（冬型）,winter_pressure_pattern,0.8592,0.4167,確定,0.8592,0.018,0.008,0.0041,0.0101,0.3618,0.0073,0.0238,0.0418,0.0158
2022-03-26,前線通過（寒冷前線・温暖前線）,front_passage,0.7793,0.2333,確定,0.0346,0.1827,0.5051,0.2139,0.0371,0.105,0.0288,0.7793,0.0556,0.0402
2022-04-26,日本海低気圧,japan_sea_low,0.8327,0.3367,確定,0.0086,0.0059,0.8327,0.0101,0.0039,0.3372,0.0391,0.1558,0.0293,0.0368
2022-07-04,台風,typhoon,0.8174,0.5233,確定,0.0006,0.011,0.0037,0.0006,0.8174,0.3661,0.4583,0.004,0.0215,0.2293
2022-08-04,停滞前線,stationary_front,0.8415,0.31,確定,0.0025,0.0095,0.2512,0.0027,0.0217,0.3176,0.5028,0.1337,0.8415,0.1608
2022-09-06,台風,typhoon,0.8937,0.5233,確定,0.0017,0.0285,0.1315,0.0037,0.8937,0.1883,0.0454,0.1061,0.3637,0.2283
2022-12-02,移動性高気圧,migratory_high,0.7973,0.3667,確定,0.1579,0.0144,0.0054,0.0033,0.0055,0.7973,0.0133,0.017,0.0099,0.0154
2022-12-07,西高東低（冬型）,winter_pressure_pattern,0.8719,0.4167,確定,0.8719,0.0089,0.0106,0.0013,0.003,0.4307,0.0062,0.0233,0.0193,0.0084
2022-12-14,西高東低（冬型）,winter_pressure_pattern,0.9667,0.4167,確定,0.9667,0.0121,0.045,0.0285,0.0044,0.0944,0.0073,0.0229,0.0205,0.008
2022-12-15,西高東低（冬型）,winter_pressure_pattern,0.9603,0.4167,確定,0.9603,0.004,0.062,0.0048,0.0023,0.2613,0.0034,0.0235,0.0112,0.0046
2022-12-17,二つ玉低気圧,futatsudama_low,0.8401,0.1933,確定,0.0914,0.0575,0.1434,0.8401,0.006,0.153,0.0079,0.0485,0.0256,0.0461
2023-03-13,前線通過（寒冷前線・温暖前線）,front_passage,0.8447,0.2333,確定,0.0418,0.0284,0.3984,0.0571,0.0132,0.2338,0.0063,0.8447,0.0257,0.0159
