発生日,気圧配置,ラベル,確信度,しきい値,判定,p_winter_pressure_pattern,p_nankigan_low,p_japan_sea_low,p_futatsudama_low,p_typhoon,p_migratory_high,p_pacific_high,p_front_passage,p_stationary_front,p_okhotsk_high
2013-02-09,西高東低（冬型）,winter_pressure_pattern,0.9071,0.4167,確定,0.9071,0.0308,0.009,0.0107,0.0109,0.3534,0.0105,0.0269,0.0201,0.0163
2013-04-11,移動性高気圧,migratory_high,0.4507,0.3667,確定,0.3711,0.0491,0.0112,0.009,0.0127,0.4507,0.054,0.0811,0.0681,0.0298
2013-04-26,日本海低気圧,japan_sea_low,0.6008,0.3367,確定,0.0117,0.0148,0.6008,0.0896,0.0036,0.5742,0.0075,0.0135,0.2885,0.0807
2013-05-10,停滞前線,stationary_front,0.9332,0.31,確定,0.0022,0.0446,0.0938,0.0019,0.0019,0.7048,0.1291,0.0307,0.9332,0.0334
2013-05-15,日本海低気圧,japan_sea_low,0.7119,0.3367,確定,0.0082,0.015,0.7119,0.0199,0.0663,0.2349,0.7078,0.0688,0.1445,0.3453
2013-05-29,太平洋高気圧型,pacific_high,0.4819,0.3,確定,0.0542,0.0124,0.0202,0.0023,0.064,0.3575,0.4819,0.0555,0.0565,0.0508
2013-07-29,日本海低気圧,japan_sea_low,0.8428,0.3367,確定,0.005,0.0074,0.8428,0.0046,0.0476,0.0401,0.7832,0.3263,0.4662,0.0738
2013-11-20,西高東低（冬型）,winter_pressure_pattern,0.6711,0.4167,確定,0.6711,0.0079,0.1268,0.006,0.0228,0.2279,0.0551,0.0537,0.028,0.0294
2013-11-28,西高東低（冬型）,winter_pressure_pattern,0.7326,0.4167,確定,0.7326,0.0211,0.0938,0.0142,0.0089,0.1227,0.0118,0.0893,0.3446,0.0431
2013-12-06,移動性高気圧,migratory_high,0.3946,0.3667,確定,0.1658,0.0204,0.0327,0.0043,0.022,0.3946,0.1792,0.0316,0.0323,0.094
2013-12-12,西高東低（冬型）,winter_pressure_pattern,0.9366,0.4167,確定,0.9366,0.0235,0.0408,0.0114,0.0042,0.3639,0.007,0.0233,0.0075,0.0118
2013-12-14,西高東低（冬型）,winter_pressure_pattern,0.884,0.4167,確定,0.884,0.0143,0.0378,0.0093,0.0048,0.3188,0.0065,0.0218,0.0153,0.0198
2013-12-21,西高東低（冬型）,winter_pressure_pattern,0.4474,0.4167,確定,0.4474,0.0837,0.1397,0.0083,0.0326,0.2454,0.0517,0.0959,0.0174,0.0476
2014-08-10,台風,typhoon,0.908,0.5233,確定,0.0141,0.0646,0.0198,0.0036,0.908,0.1565,0.0092,0.0668,0.8699,0.2148
2014-08-15,停滞前線,stationary_front,0.9626,0.31,確定,0.0013,0.0087,0.9299,0.0022,0.0165,0.1028,0.0613,0.1337,0.9626,0.228
2014-11-14,西高東低（冬型）,winter_pressure_pattern,0.9366,0.4167,確定,0.9366,0.0083,0.0402,0.0073,0.0037,0.2863,0.0072,0.0289,0.0112,0.0108
2014-11-28,移動性高気圧,migratory_high,0.922,0.3667,確定,0.0021,0.0302,0.0835,0.0033,0.0044,0.922,0.0062,0.3415,0.071,0.0524
2014-12-05,西高東低（冬型）,winter_pressure_pattern,0.7309,0.4167,確定,0.7309,0.0359,0.2287,0.0449,0.0086,0.1201,0.0149,0.0311,0.0177,0.0352
2015-02-12,移動性高気圧,migratory_high,0.6039,0.3667,確定,0.0795,0.0462,0.3762,0.0474,0.0189,0.6039,0.0249,0.012,0.0104,0.0724
2015-03-11,西高東低（冬型）,winter_pressure_pattern,0.7831,0.4167,確定,0.7831,0.0262,0.0653,0.0164,0.0051,0.3406,0.0085,0.0782,0.012,0.0141
2015-05-12,前線通過（寒冷前線・温暖前線）,front_passage,0.6772,0.2333,確定,0.0095,0.1087,0.5021,0.3085,0.2048,0.123,0.2011,0.6772,0.31,0.0818
2015-08-25,台風,typhoon,0.5687,0.5233,確定,0.0091,0.2172,0.0362,0.0124,0.5687,0.4746,0.0406,0.0685,0.0703,0.1435
2016-01-14,西高東低（冬型）,winter_pressure_pattern,0.7077,0.4167,確定,0.7077,0.0466,0.0351,0.0268,0.0094,0.2459,0.0141,0.0415,0.0546,0.0355
2016-01-15,西高東低（冬型）,winter_pressure_pattern,0.5805,0.4167,確定,0.5805,0.0192,0.0063,0.0032,0.0079,0.3605,0.0293,0.0162,0.0255,0.0309
2016-02-09,日本海低気圧,japan_sea_low,0.8425,0.3367,確定,0.0325,0.0068,0.8425,0.0883,0.0052,0.3007,0.0333,0.0693,0.007,0.0411
2016-04-02,南岸低気圧,nankigan_low,0.5054,0.31,確定,0.0203,0.5054,0.0142,0.0186,0.0088,0.4165,0.0216,0.1351,0.0074,0.0587
2016-04-07,前線通過（寒冷前線・温暖前線）,front_passage,0.503,0.2333,確定,0.0099,0.0932,0.2664,0.0119,0.004,0.4126,0.0117,0.503,0.1976,0.0329
2016-04-21,移動性高気圧,migratory_high,0.7099,0.3667,確定,0.0015,0.0163,0.175,0.0012,0.0047,0.7099,0.0306,0.4881,0.0165,0.0335
2016-05-06,停滞前線,stationary_front,0.829,0.31,確定,0.0128,0.0268,0.1779,0.0109,0.0232,0.4601,0.0267,0.0368,0.829,0.1759
2016-05-15,移動性高気圧,migratory_high,0.7263,0.3667,確定,0.0108,0.0361,0.0137,0.0018,0.0075,0.7263,0.2528,0.0763,0.1087,0.1034
2016-10-05,台風,typhoon,0.8332,0.5233,確定,0.0097,0.0479,0.2117,0.0486,0.8332,0.2476,0.0328,0.2433,0.4253,0.0997
2016-10-25,移動性高気圧,migratory_high,0.7594,0.3667,確定,0.0168,0.0238,0.0395,0.0416,0.0118,0.7594,0.0781,0.0305,0.0156,0.0676
2016-12-15,西高東低（冬型）,winter_pressure_pattern,0.9062,0.4167,確定,0.9062,0.034,0.0173,0.0075,0.0163,0.1994,0.0223,0.0315,0.0495,0.032
2017-01-20,移動性高気圧,migratory_high,0.516,0.3667,確定,0.0084,0.0895,0.095,0.4469,0.0365,0.516,0.0104,0.0203,0.0401,0.1328
2017-04-06,移動性高気圧,migratory_high,0.8349,0.3667,確定,0.008,0.0043,0.1792,0.0037,0.0077,0.8349,0.0729,0.0617,0.0187,0.065
2017-04-24,移動性高気圧,migratory_high,0.9501,0.3667,確定,0.0023,0.0157,0.0131,0.0021,0.0108,0.9501,0.0491,0.0174,0.0087,0.2155
2017-06-01,停滞前線,stationary_front,0.8861,0.31,確定,0.0119,0.203,0.2838,0.0726,0.0088,0.3787,0.0126,0.042,0.8861,0.0383
2017-06-07,停滞前線,stationary_front,0.9412,0.31,確定,0.0174,0.0319,0.1135,0.0018,0.0111,0.296,0.0618,0.0284,0.9412,0.0974
2017-06-21,前線通過（寒冷前線・温暖前線）,front_passage,0.6809,0.2333,確定,0.0029,0.4305,0.2607,0.3268,0.0155,0.1225,0.0128,0.6809,0.4203,0.1453
2017-11-24,西高東低（冬型）,winter_pressure_pattern,0.9543,0.4167,確定,0.9543,0.012,0.0066,0.0059,0.0051,0.1759,0.0128,0.0179,0.0304,0.0146
2017-11-25,移動性高気圧,migratory_high,0.8185,0.3667,確定,0.3513,0.0127,0.0102,0.0019,0.0023,0.8185,0.0098,0.0231,0.007,0.01
2017-12-05,二つ玉低気圧,futatsudama_low,0.5695,0.1933,確定,0.0739,0.2107,0.119,0.5695,0.0245,0.1673,0.0178,0.0464,0.0624,0.1148
2017-12-09,西高東低（冬型）,winter_pressure_pattern,0.9558,0.4167,確定,0.9558,0.0139,0.0136,0.0026,0.0059,0.2774,0.0049,0.0168,0.0171,0.0137
2017-12-31,前線通過（寒冷前線・温暖前線）,front_passage,0.6091,0.2333,確定,0.0167,0.017,0.5164,0.1745,0.013,0.258,0.0185,0.6091,0.0247,0.0284
2018-01-23,西高東低（冬型）,winter_pressure_pattern,0.4571,0.4167,確定,0.4571,0.0227,0.2862,0.334,0.0035,0.1451,0.008,0.0686,0.0157,0.021
2018-02-05,日本海低気圧,japan_sea_low,0.728,0.3367,確定,0.5806,0.0203,0.728,0.1214,0.0155,0.0985,0.0254,0.0453,0.0244,0.0239
2018-03-05,停滞前線,stationary_front,0.9072,0.31,確定,0.016,0.2322,0.2121,0.0375,0.0036,0.3197,0.0073,0.0935,0.9072,0.0262
2018-04-14,移動性高気圧,migratory_high,0.8462,0.3667,確定,0.011,0.1916,0.0095,0.0058,0.0097,0.8462,0.0363,0.1755,0.1032,0.0565
2018-05-02,停滞前線,stationary_front,0.9411,0.31,確定,0.0041,0.5142,0.0478,0.0059,0.0152,0.223,0.1733,0.1129,0.9411,0.0558
2018-07-01,停滞前線,stationary_front,0.9831,0.31,確定,0.0033,0.0088,0.0597,0.0008,0.6183,0.0546,0.4641,0.0144,0.9831,0.2281
2018-08-21,台風,typhoon,0.9831,0.5233,確定,0.0033,0.0032,0.7226,0.0077,0.9831,0.0989,0.2208,0.1407,0.1921,0.2152
2018-09-04,台風,typhoon,0.82,0.5233,確定,0.0087,0.0563,0.0274,0.095,0.82,0.1808,0.0211,0.0231,0.5286,0.3195
2018-10-06,停滞前線,stationary_front,0.6262,0.31,確定,0.0038,0.029,0.2197,0.0066,0.5773,0.3976,0.0172,0.051,0.6262,0.099
2018-11-23,西高東低（冬型）,winter_pressure_pattern,0.9169,0.4167,確定,0.9169,0.023,0.0424,0.0172,0.0064,0.2646,0.007,0.0213,0.0124,0.0147
2018-12-18,西高東低（冬型）,winter_pressure_pattern,0.9476,0.4167,確定,0.9476,0.0122,0.0304,0.0052,0.0043,0.2831,0.0078,0.0214,0.0146,0.0115
2018-12-24,西高東低（冬型）,winter_pressure_pattern,0.904,0.4167,確定,0.904,0.0143,0.0122,0.0025,0.0038,0.3351,0.0048,0.0208,0.0147,0.0144
2019-01-17,西高東低（冬型）,winter_pressure_pattern,0.9824,0.4167,確定,0.9824,0.0148,0.0427,0.0138,0.0042,0.0976,0.0036,0.0312,0.0163,0.0137
2019-01-21,西高東低（冬型）,winter_pressure_pattern,0.9319,0.4167,確定,0.9319,0.0149,0.0734,0.0128,0.0101,0.2238,0.0101,0.0202,0.0128,0.0294
2019-03-30,二つ玉低気圧,futatsudama_low,0.6027,0.1933,確定,0.019,0.1855,0.343,0.6027,0.0166,0.2917,0.0245,0.2943,0.1782,0.1087
2019-07-26,台風,typhoon,0.9786,0.5233,確定,0.0014,0.0012,0.1316,0.0007,0.9786,0.0579,0.2043,0.0231,0.8659,0.2255
2019-08-14,台風,typhoon,0.8775,0.5233,確定,0.0023,0.0242,0.1594,0.0096,0.8775,0.1659,0.1325,0.0144,0.8295,0.6951
2020-01-09,西高東低（冬型）,winter_pressure_pattern,0.6348,0.4167,確定,0.6348,0.029,0.02,0.0029,0.0156,0.4275,0.0124,0.0405,0.0181,0.0248
2020-01-21,西高東低（冬型）,winter_pressure_pattern,0.6506,0.4167,確定,0.6506,0.0259,0.0055,0.0034,0.0079,0.5371,0.0362,0.0111,0.0201,0.0341
2020-03-16,移動性高気圧,migratory_high,0.549,0.3667,確定,0.1779,0.4383,0.0016,0.013,0.0019,0.549,0.0035,0.0817,0.0852,0.023
2020-04-17,停滞前線,stationary_front,0.6957,0.31,確定,0.0017,0.0085,0.1983,0.0034,0.0043,0.6924,0.1659,0.0261,0.6957,0.0728
2020-05-10,前線通過（寒冷前線・温暖前線）,front_passage,0.9696,0.2333,確定,0.0091,0.0115,0.9375,0.0086,0.0084,0.064,0.0097,0.9696,0.0296,0.0234
2020-05-16,停滞前線,stationary_front,0.9597,0.31,確定,0.0083,0.0751,0.3007,0.0158,0.0874,0.2714,0.2239,0.0479,0.9597,0.0486
2020-05-19,南岸低気圧,nankigan_low,0.5991,0.31,確定,0.0227,0.5991,0.0668,0.4672,0.0112,0.1007,0.0085,0.5525,0.1207,0.098
2020-06-30,前線通過（寒冷前線・温暖前線）,front_passage,0.9401,0.2333,確定,0.0196,0.1238,0.7128,0.0388,0.0344,0.0731,0.0258,0.9401,0.0812,0.0395
2020-09-07,停滞前線,stationary_front,0.8839,0.31,確定,0.0466,0.0182,0.6403,0.0101,0.3122,0.0651,0.1971,0.2626,0.8839,0.0664
2020-12-19,西高東低（冬型）,winter_pressure_pattern,0.9767,0.4167,確定,0.9767,0.0204,0.0214,0.0105,0.0097,0.0654,0.0133,0.0765,0.1325,0.0184
2021-01-02,西高東低（冬型）,winter_pressure_pattern,0.86,0.4167,確定,0.86,0.0212,0.0248,0.0057,0.0174,0.2857,0.0166,0.0288,0.0195,0.0202
2021-01-13,移動性高気圧,migratory_high,0.6297,0.3667,確定,0.0416,0.0135,0.3167,0.045,0.0082,0.6297,0.0099,0.0376,0.0164,0.0406
2021-03-04,移動性高気圧,migratory_high,0.7037,0.3667,確定,0.0133,0.0127,0.0043,0.0024,0.0096,0.7037,0.3969,0.0197,0.0223,0.0635
2021-03-20,停滞前線,stationary_front,0.7369,0.31,確定,0.0507,0.0317,0.1216,0.0068,0.0084,0.6044,0.0343,0.1008,0.7369,0.0694
2021-03-28,前線通過（寒冷前線・温暖前線）,front_passage,0.7524,0.2333,確定,0.0094,0.1745,0.072,0.1831,0.0057,0.4347,0.0263,0.7524,0.0356,0.0275
2021-04-16,移動性高気圧,migratory_high,0.7265,0.3667,確定,0.0174,0.0221,0.0191,0.0011,0.0142,0.7265,0.1482,0.147,0.1036,0.0778
2021-05-05,前線通過（寒冷前線・温暖前線）,front_passage,0.8924,0.2333,確定,0.0185,0.1209,0.241,0.1858,0.0212,0.154,0.0733,0.8924,0.2302,0.0546
2021-05-25,南岸低気圧,nankigan_low,0.53,0.31,確定,0.0182,0.53,0.0533,0.5149,0.0199,0.2354,0.0245,0.3543,0.5245,0.0798
2021-06-03,南岸低気圧,nankigan_low,0.5594,0.31,確定,0.0042,0.5594,0.0356,0.0135,0.1937,0.461,0.1165,0.067,0.4301,0.1734
2021-06-11,停滞前線,stationary_front,0.9579,0.31,確定,0.001,0.0111,0.0874,0.0021,0.0217,0.224,0.3559,0.0176,0.9579,0.224
2021-08-19,停滞前線,stationary_front,0.9411,0.31,確定,0.0006,0.0171,0.7091,0.0083,0.0071,0.2582,0.1465,0.0735,0.9411,0.4066
2021-11-10,日本海低気圧,japan_sea_low,0.622,0.3367,確定,0.5182,0.02,0.622,0.1646,0.0078,0.1941,0.0083,0.0525,0.0398,0.0428
2021-11-11,西高東低（冬型）,winter_pressure_pattern,0.7181,0.4167,確定,0.7181,0.0163,0.1623,0.0363,0.0096,0.2492,0.0471,0.1096,0.0287,0.0264
2021-11-23,西高東低（冬型）,winter_pressure_pattern,0.9494,0.4167,確定,0.9494,0.0146,0.3971,0.0711,0.0064,0.0593,0.0071,0.0524,0.062,0.0138
2021-12-04,西高東低（冬型）,winter_pressure_pattern,0.8679,0.4167,確定,0.8679,0.0195,0.0083,0.0054,0.0119,0.3586,0.008,0.0232,0.0416,0.0313
2022-03-26,前線通過（寒冷前線・温暖前線）,front_passage,0.8126,0.2333,確定,0.0316,0.1921,0.5285,0.2744,0.0322,0.1017,0.0345,0.8126,0.0583,0.039
2022-04-26,日本海低気圧,japan_sea_low,0.8346,0.3367,確定,0.0087,0.0082,0.8346,0.0111,0.0043,0.334,0.0403,0.1579,0.0301,0.0446
2022-07-04,台風,typhoon,0.8184,0.5233,確定,0.0019,0.015,0.0037,0.0008,0.8184,0.3513,0.5845,0.0032,0.0213,0.2388
2022-08-04,停滞前線,stationary_front,0.807,0.31,確定,0.0041,0.011,0.2812,0.0036,0.0219,0.3136,0.6574,0.1446,0.807,0.3525
2022-09-06,台風,typhoon,0.9011,0.5233,確定,0.0028,0.0308,0.1478,0.0039,0.9011,0.1867,0.0522,0.101,0.4409,0.44
2022-12-02,移動性高気圧,migratory_high,0.8228,0.3667,確定,0.1999,0.0182,0.0057,0.0039,0.0048,0.8228,0.0159,0.0166,0.0125,0.0274
2022-12-07,西高東低（冬型）,winter_pressure_pattern,0.8859,0.4167,確定,0.8859,0.0105,0.0106,0.0023,0.0031,0.4259,0.0084,0.0261,0.0225,0.0199
2022-12-14,西高東低（冬型）,winter_pressure_pattern,0.9608,0.4167,確定,0.9608,0.0172,0.0451,0.031,0.0048,0.0859,0.0089,0.0245,0.0215,0.0155
2022-12-15,西高東低（冬型）,winter_pressure_pattern,0.9522,0.4167,確定,0.9522,0.0057,0.0624,0.006,0.0027,0.2608,0.005,0.0254,0.0115,0.0124
2022-12-17,二つ玉低気圧,futatsudama_low,0.8237,0.1933,確定,0.1105,0.0625,0.1547,0.8237,0.0062,0.149,0.0113,0.044,0.0256,0.0518
2023-03-13,前線通過（寒冷前線・温暖前線）,front_passage,0.8797,0.2333,確定,0.0394,0.0343,0.3989,0.0666,0.0112,0.2135,0.0055,0.8797,0.0274,0.0231
